,lcID,lcEta,lcPhi,lcX,lcY,lcZ,lcLayer,lcEnergy,lcToTrack1,lcToTrack2,lcToTrack3,isSeed
48,48.0,1.8741003274917603,2.370809316635132,-74.65485382080078,72.50399017333984,331.0127258300781,7.0,0.02103065513074398,1.0,-1.0,-1.0,0.0
49,49.0,1.9227615594863892,2.379319429397583,-71.53408813476562,68.29985809326172,331.0127258300781,7.0,0.015368555672466755,1.0,-1.0,-1.0,0.0
50,50.0,1.906691312789917,2.3620429039001465,-71.53408813476562,70.70221710205078,331.0127258300781,7.0,0.014559684321284294,1.0,-1.0,-1.0,0.0
51,51.0,1.8534103631973267,2.3085339069366455,-71.53408813476562,78.69974517822266,331.0127258300781,7.0,0.1443835347890854,1.0,-1.0,-1.0,0.0
52,52.0,1.887909173965454,2.3146250247955322,-69.45358276367188,75.48196411132812,331.0127258300781,7.0,10.997010231018066,1.0,-1.0,-1.0,0.0
53,53.0,1.7695544958114624,2.4066574573516846,-86.19766235351562,77.90931701660156,331.0127258300781,7.0,0.016581863164901733,1.0,-1.0,-1.0,0.0
54,54.0,1.80511474609375,2.3005807399749756,-74.6048583984375,83.4012451171875,331.0127258300781,7.0,0.042870182543992996,1.0,-1.0,-1.0,0.0
55,55.0,1.8668428659439087,2.267911911010742,-67.32305908203125,80.39827728271484,331.0127258300781,7.0,0.026692751795053482,1.0,-1.0,-1.0,0.0
56,56.0,1.841861367225647,2.2464191913604736,-67.32305908203125,84.0018310546875,331.0127258300781,7.0,0.06794518977403641,1.0,-1.0,-1.0,0.0
57,57.0,1.77680504322052,-0.9210978746414185,69.75032806396484,-91.80951690673828,331.0127258300781,7.0,0.015772990882396698,0.0,-1.0,-1.0,0.0
58,58.0,1.8465428352355957,-0.8488604426383972,70.79058837890625,-80.39827728271484,331.0127258300781,7.0,0.05945204198360443,0.0,-1.0,-1.0,0.0
59,59.0,1.6831427812576294,-0.846487283706665,84.41390228271484,-95.4130630493164,331.0127258300781,7.0,0.04044356942176819,0.0,-1.0,-1.0,0.0
60,60.0,1.700766682624817,-0.8064850568771362,86.51482391357422,-90.24264526367188,331.0127258300781,7.0,13.426454544067383,0.0,-1.0,-1.0,0.0
61,61.0,1.6757845878601074,-0.7508584260940552,93.8761978149414,-87.60537719726562,331.0127868652344,7.0,0.011582567356526852,0.0,-1.0,-1.0,0.0
62,62.0,1.693627119064331,-0.7299430966377258,93.8761978149414,-84.0018310546875,331.0127868652344,7.0,0.1354890912771225,0.0,-1.0,-1.0,0.0
63,63.0,1.6213595867156982,-0.8819629549980164,86.5444107055664,-105.109130859375,331.0127868652344,7.0,0.07811498641967773,0.0,-1.0,-1.0,0.0
64,64.0,1.664098858833313,-0.8317248225212097,87.58465576171875,-96.10025787353516,331.0127868652344,7.0,0.07218901813030243,0.0,-1.0,-1.0,0.0
65,65.0,1.82571280002594,2.4130988121032715,-81.93663787841797,73.1045913696289,331.9572448730469,8.0,0.03801695629954338,1.0,-1.0,-1.0,0.0
66,66.0,1.8148722648620605,2.386686325073242,-80.89637756347656,76.1075439453125,331.9572448730469,8.0,0.01900847814977169,1.0,-1.0,-1.0,0.0
67,67.0,1.8290265798568726,2.374983549118042,-78.81587219238281,75.90840911865234,331.9572448730469,8.0,0.07926938682794571,1.0,-1.0,-1.0,0.0
68,68.0,1.8631502389907837,2.384539842605591,-76.73536682128906,72.50399017333984,331.9572448730469,8.0,0.03073711134493351,1.0,-1.0,-1.0,0.0
69,69.0,1.8768187761306763,2.370809316635132,-74.65485382080078,72.50399017333984,331.9572448730469,8.0,0.028310496360063553,1.0,-1.0,-1.0,0.0
70,70.0,1.9342589378356934,2.4205853939056396,-73.61459350585938,64.6963119506836,331.9572448730469,8.0,0.023457270115613937,1.0,-1.0,-1.0,0.0
71,71.0,1.8564406633377075,2.335618019104004,-73.61459350585938,76.70813751220703,331.9572448730469,8.0,0.028310496360063553,1.0,-1.0,-1.0,0.0
72,72.0,1.887067437171936,2.3139164447784424,-69.65948486328125,75.8134536743164,331.9572448730469,8.0,10.384695053100586,1.0,-1.0,-1.0,0.0
73,73.0,1.9006235599517822,2.1773247718811035,-57.86077117919922,83.4012451171875,331.9572448730469,8.0,0.031545981764793396,1.0,-1.0,-1.0,0.0
74,74.0,1.8403609991073608,2.206519365310669,-64.20230865478516,87.00479125976562,331.9572448730469,8.0,0.016581863164901733,1.0,-1.0,-1.0,0.0
75,75.0,1.8580325841903687,-0.729004442691803,79.1626205444336,-70.70221710205078,331.9572448730469,8.0,0.05783430114388466,0.0,-1.0,-1.0,0.0
76,76.0,1.72676420211792,-0.8524628281593323,80.25287628173828,-91.80951690673828,331.9572448730469,8.0,0.015772990882396698,0.0,-1.0,-1.0,0.0
77,77.0,1.7105357646942139,-0.8451651930809021,82.33338928222656,-92.81390380859375,331.9572448730469,8.0,0.05945204570889473,0.0,-1.0,-1.0,0.0
78,78.0,1.7298393249511719,-0.8265635967254639,82.33338165283203,-89.40715026855469,331.9572448730469,8.0,0.04044356942176819,0.0,-1.0,-1.0,0.0
79,79.0,1.7009660005569458,-0.8060599565505981,86.78165435791016,-90.44397735595703,331.9572448730469,8.0,20.14655876159668,0.0,-1.0,-1.0,0.0
80,80.0,1.7136739492416382,-0.7601650357246399,89.61516571044922,-85.20301818847656,331.9572448730469,8.0,0.041252441704273224,0.0,-1.0,-1.0,0.0
81,81.0,1.671941876411438,-0.8589529991149902,84.46389770507812,-97.90203857421875,331.957275390625,8.0,0.03744131699204445,0.0,-1.0,-1.0,0.0
82,82.0,1.6573399305343628,-0.8619171380996704,85.50415802001953,-99.70380401611328,331.957275390625,8.0,0.015353634022176266,0.0,-1.0,-1.0,0.0
83,83.0,1.6460603475570679,-0.8411566019058228,88.62492370605469,-99.10321807861328,331.957275390625,8.0,0.011313204653561115,0.0,-1.0,-1.0,0.0
84,84.0,1.6648763418197632,-0.8227183222770691,88.62492370605469,-95.49967193603516,331.957275390625,8.0,0.04956261068582535,0.0,-1.0,-1.0,0.0
85,85.0,1.6319588422775269,-0.8443098068237305,89.66517639160156,-100.90498352050781,331.957275390625,8.0,0.03205408155918121,0.0,-1.0,-1.0,0.0
86,86.0,1.6187394857406616,-0.7841272354125977,96.94696044921875,-96.70084381103516,331.957275390625,8.0,0.01292937621474266,0.0,-1.0,-1.0,0.0
87,87.0,1.5864554643630981,-0.7977551817893982,99.02747344970703,-101.50558471679688,331.957275390625,8.0,0.01373746246099472,0.0,-1.0,-1.0,0.0
88,88.0,1.9644054174423218,2.415989875793457,-71.48409271240234,63.40851593017578,333.9827575683594,9.0,0.031950417906045914,1.0,-1.0,-1.0,0.0
89,89.0,1.9295016527175903,2.3028476238250732,-66.23281860351562,73.7051773071289,333.9827575683594,9.0,0.4357794523239136,1.0,-1.0,-1.0,0.0
